after,after_request_id,after_request_sequence,after_status,alias,before,before_request_id,before_request_sequence,before_status,block,both_measured,included,order_sequence,painter_id,template_id,weight
style_instruction,b0000-B2-claude_monet-style_instruction-gpt-image-2,139,measured,gpt-image-2,by_name,b0000-B2-claude_monet-by_name-gpt-image-2,138,measured,0,True,True,138,claude_monet,B2,0.015625
style_instruction,b0000-B3-claude_monet-style_instruction-gpt-image-2,399,measured,gpt-image-2,by_name,b0000-B3-claude_monet-by_name-gpt-image-2,401,measured,0,True,True,399,claude_monet,B3,0.015625
style_instruction,b0000-B4-claude_monet-style_instruction-gpt-image-2,394,measured,gpt-image-2,by_name,b0000-B4-claude_monet-by_name-gpt-image-2,393,measured,0,True,True,393,claude_monet,B4,0.015625
style_instruction,b0000-R1-claude_monet-style_instruction-gpt-image-2,186,measured,gpt-image-2,by_name,b0000-R1-claude_monet-by_name-gpt-image-2,188,measured,0,True,True,186,claude_monet,R1,0.015625
style_instruction,b0000-R2-claude_monet-style_instruction-gpt-image-2,459,measured,gpt-image-2,by_name,b0000-R2-claude_monet-by_name-gpt-image-2,461,measured,0,True,True,459,claude_monet,R2,0.015625
style_instruction,b0000-R3-claude_monet-style_instruction-gpt-image-2,61,measured,gpt-image-2,by_name,b0000-R3-claude_monet-by_name-gpt-image-2,60,measured,0,True,True,60,claude_monet,R3,0.015625
style_instruction,b0000-R4-claude_monet-style_instruction-gpt-image-2,32,measured,gpt-image-2,by_name,b0000-R4-claude_monet-by_name-gpt-image-2,31,measured,0,True,True,31,claude_monet,R4,0.015625
style_instruction,b0000-L1-claude_monet-style_instruction-gpt-image-2,299,measured,gpt-image-2,by_name,b0000-L1-claude_monet-by_name-gpt-image-2,298,measured,0,True,True,298,claude_monet,L1,0.015625
style_instruction,b0000-L2-claude_monet-style_instruction-gpt-image-2,373,measured,gpt-image-2,by_name,b0000-L2-claude_monet-by_name-gpt-image-2,374,measured,0,True,True,373,claude_monet,L2,0.015625
style_instruction,b0000-L3-claude_monet-style_instruction-gpt-image-2,39,measured,gpt-image-2,by_name,b0000-L3-claude_monet-by_name-gpt-image-2,41,measured,0,True,True,39,claude_monet,L3,0.015625
style_instruction,b0000-L4-claude_monet-style_instruction-gpt-image-2,25,measured,gpt-image-2,by_name,b0000-L4-claude_monet-by_name-gpt-image-2,26,measured,0,True,True,25,claude_monet,L4,0.015625
style_instruction,b0001-W1-claude_monet-style_instruction-gpt-image-2,948,measured,gpt-image-2,by_name,b0001-W1-claude_monet-by_name-gpt-image-2,949,measured,1,True,True,948,claude_monet,W1,0.015625
style_instruction,b0001-W2-claude_monet-style_instruction-gpt-image-2,938,measured,gpt-image-2,by_name,b0001-W2-claude_monet-by_name-gpt-image-2,937,measured,1,True,True,937,claude_monet,W2,0.015625
style_instruction,b0001-W3-claude_monet-style_instruction-gpt-image-2,570,measured,gpt-image-2,by_name,b0001-W3-claude_monet-by_name-gpt-image-2,571,measured,1,True,True,570,claude_monet,W3,0.015625
style_instruction,b0001-W4-claude_monet-style_instruction-gpt-image-2,781,measured,gpt-image-2,by_name,b0001-W4-claude_monet-by_name-gpt-image-2,782,measured,1,True,True,781,claude_monet,W4,0.015625
style_instruction,b0001-B1-claude_monet-style_instruction-gpt-image-2,526,measured,gpt-image-2,by_name,b0001-B1-claude_monet-by_name-gpt-image-2,527,measured,1,True,True,526,claude_monet,B1,0.015625
style_instruction,b0001-B2-claude_monet-style_instruction-gpt-image-2,512,measured,gpt-image-2,by_name,b0001-B2-claude_monet-by_name-gpt-image-2,510,measured,1,True,True,510,claude_monet,B2,0.015625
style_instruction,b0001-B3-claude_monet-style_instruction-gpt-image-2,788,measured,gpt-image-2,by_name,b0001-B3-claude_monet-by_name-gpt-image-2,787,measured,1,True,True,787,claude_monet,B3,0.015625
style_instruction,b0001-B4-claude_monet-style_instruction-gpt-image-2,916,measured,gpt-image-2,by_name,b0001-B4-claude_monet-by_name-gpt-image-2,915,measured,1,True,True,915,claude_monet,B4,0.015625
style_instruction,b0001-R1-claude_monet-style_instruction-gpt-image-2,859,measured,gpt-image-2,by_name,b0001-R1-claude_monet-by_name-gpt-image-2,858,measured,1,True,True,858,claude_monet,R1,0.015625
style_instruction,b0001-R2-claude_monet-style_instruction-gpt-image-2,671,measured,gpt-image-2,by_name,b0001-R2-claude_monet-by_name-gpt-image-2,670,measured,1,True,True,670,claude_monet,R2,0.015625
style_instruction,b0001-R3-claude_monet-style_instruction-gpt-image-2,662,measured,gpt-image-2,by_name,b0001-R3-claude_monet-by_name-gpt-image-2,660,measured,1,True,True,660,claude_monet,R3,0.015625
style_instruction,b0001-R4-claude_monet-style_instruction-gpt-image-2,881,measured,gpt-image-2,by_name,b0001-R4-claude_monet-by_name-gpt-image-2,880,measured,1,True,True,880,claude_monet,R4,0.015625
style_instruction,b0001-L1-claude_monet-style_instruction-gpt-image-2,621,measured,gpt-image-2,by_name,b0001-L1-claude_monet-by_name-gpt-image-2,623,measured,1,True,True,621,claude_monet,L1,0.015625
style_instruction,b0001-L2-claude_monet-style_instruction-gpt-image-2,681,measured,gpt-image-2,by_name,b0001-L2-claude_monet-by_name-gpt-image-2,682,measured,1,True,True,681,claude_monet,L2,0.015625
style_instruction,b0001-L3-claude_monet-style_instruction-gpt-image-2,711,measured,gpt-image-2,by_name,b0001-L3-claude_monet-by_name-gpt-image-2,713,measured,1,True,True,711,claude_monet,L3,0.015625
style_instruction,b0001-L4-claude_monet-style_instruction-gpt-image-2,700,measured,gpt-image-2,by_name,b0001-L4-claude_monet-by_name-gpt-image-2,701,measured,1,True,True,700,claude_monet,L4,0.015625
style_instruction,b0002-W1-claude_monet-style_instruction-gpt-image-2,974,measured,gpt-image-2,by_name,b0002-W1-claude_monet-by_name-gpt-image-2,973,measured,2,True,True,973,claude_monet,W1,0.015625
style_instruction,b0002-W2-claude_monet-style_instruction-gpt-image-2,996,measured,gpt-image-2,by_name,b0002-W2-claude_monet-by_name-gpt-image-2,997,measured,2,True,True,996,claude_monet,W2,0.015625
style_instruction,b0002-W3-claude_monet-style_instruction-gpt-image-2,1002,measured,gpt-image-2,by_name,b0002-W3-claude_monet-by_name-gpt-image-2,1003,measured,2,True,True,1002,claude_monet,W3,0.015625
style_instruction,b0002-W4-claude_monet-style_instruction-gpt-image-2,1191,measured,gpt-image-2,by_name,b0002-W4-claude_monet-by_name-gpt-image-2,1193,measured,2,True,True,1191,claude_monet,W4,0.015625
style_instruction,b0002-B1-claude_monet-style_instruction-gpt-image-2,1413,measured,gpt-image-2,by_name,b0002-B1-claude_monet-by_name-gpt-image-2,1414,measured,2,True,True,1413,claude_monet,B1,0.015625
style_instruction,b0002-B2-claude_monet-style_instruction-gpt-image-2,1257,measured,gpt-image-2,by_name,b0002-B2-claude_monet-by_name-gpt-image-2,1259,measured,2,True,True,1257,claude_monet,B2,0.015625
style_instruction,b0002-B3-claude_monet-style_instruction-gpt-image-2,1368,measured,gpt-image-2,by_name,b0002-B3-claude_monet-by_name-gpt-image-2,1370,measured,2,True,True,1368,claude_monet,B3,0.015625
style_instruction,b0002-B4-claude_monet-style_instruction-gpt-image-2,1363,measured,gpt-image-2,by_name,b0002-B4-claude_monet-by_name-gpt-image-2,1364,measured,2,True,True,1363,claude_monet,B4,0.015625
style_instruction,b0002-R1-claude_monet-style_instruction-gpt-image-2,1060,measured,gpt-image-2,by_name,b0002-R1-claude_monet-by_name-gpt-image-2,1059,measured,2,True,True,1059,claude_monet,R1,0.015625
style_instruction,b0002-R2-claude_monet-style_instruction-gpt-image-2,1222,measured,gpt-image-2,by_name,b0002-R2-claude_monet-by_name-gpt-image-2,1223,measured,2,True,True,1222,claude_monet,R2,0.015625
style_instruction,b0002-R3-claude_monet-style_instruction-gpt-image-2,1350,measured,gpt-image-2,by_name,b0002-R3-claude_monet-by_name-gpt-image-2,1352,measured,2,True,True,1350,claude_monet,R3,0.015625
style_instruction,b0002-R4-claude_monet-style_instruction-gpt-image-2,1019,measured,gpt-image-2,by_name,b0002-R4-claude_monet-by_name-gpt-image-2,1018,measured,2,True,True,1018,claude_monet,R4,0.015625
style_instruction,b0002-L1-claude_monet-style_instruction-gpt-image-2,1343,measured,gpt-image-2,by_name,b0002-L1-claude_monet-by_name-gpt-image-2,1341,measured,2,True,True,1341,claude_monet,L1,0.015625
style_instruction,b0002-L2-claude_monet-style_instruction-gpt-image-2,1108,measured,gpt-image-2,by_name,b0002-L2-claude_monet-by_name-gpt-image-2,1109,measured,2,True,True,1108,claude_monet,L2,0.015625
style_instruction,b0002-L3-claude_monet-style_instruction-gpt-image-2,1043,measured,gpt-image-2,by_name,b0002-L3-claude_monet-by_name-gpt-image-2,1042,measured,2,True,True,1042,claude_monet,L3,0.015625
style_instruction,b0002-L4-claude_monet-style_instruction-gpt-image-2,1348,measured,gpt-image-2,by_name,b0002-L4-claude_monet-by_name-gpt-image-2,1347,measured,2,True,True,1347,claude_monet,L4,0.015625
style_instruction,b0003-W1-claude_monet-style_instruction-gpt-image-2,1555,measured,gpt-image-2,by_name,b0003-W1-claude_monet-by_name-gpt-image-2,1554,measured,3,True,True,1554,claude_monet,W1,0.015625
style_instruction,b0003-W2-claude_monet-style_instruction-gpt-image-2,1749,measured,gpt-image-2,by_name,b0003-W2-claude_monet-by_name-gpt-image-2,1750,measured,3,True,True,1749,claude_monet,W2,0.015625
style_instruction,b0003-W3-claude_monet-style_instruction-gpt-image-2,1761,measured,gpt-image-2,by_name,b0003-W3-claude_monet-by_name-gpt-image-2,1763,measured,3,True,True,1761,claude_monet,W3,0.015625
style_instruction,b0003-W4-claude_monet-style_instruction-gpt-image-2,1905,measured,gpt-image-2,by_name,b0003-W4-claude_monet-by_name-gpt-image-2,1906,measured,3,True,True,1905,claude_monet,W4,0.015625
style_instruction,b0003-B1-claude_monet-style_instruction-gpt-image-2,1731,measured,gpt-image-2,by_name,b0003-B1-claude_monet-by_name-gpt-image-2,1733,measured,3,True,True,1731,claude_monet,B1,0.015625
style_instruction,b0003-B2-claude_monet-style_instruction-gpt-image-2,1757,measured,gpt-image-2,by_name,b0003-B2-claude_monet-by_name-gpt-image-2,1756,measured,3,True,True,1756,claude_monet,B2,0.015625
style_instruction,b0003-B3-claude_monet-style_instruction-gpt-image-2,1458,measured,gpt-image-2,by_name,b0003-B3-claude_monet-by_name-gpt-image-2,1459,measured,3,True,True,1458,claude_monet,B3,0.015625
style_instruction,b0003-B4-claude_monet-style_instruction-gpt-image-2,1882,measured,gpt-image-2,by_name,b0003-B4-claude_monet-by_name-gpt-image-2,1881,measured,3,True,True,1881,claude_monet,B4,0.015625
style_instruction,b0003-R1-claude_monet-style_instruction-gpt-image-2,1683,measured,gpt-image-2,by_name,b0003-R1-claude_monet-by_name-gpt-image-2,1684,measured,3,True,True,1683,claude_monet,R1,0.015625
style_instruction,b0003-R2-claude_monet-style_instruction-gpt-image-2,1919,measured,gpt-image-2,by_name,b0003-R2-claude_monet-by_name-gpt-image-2,1918,measured,3,True,True,1918,claude_monet,R2,0.015625
style_instruction,b0003-R3-claude_monet-style_instruction-gpt-image-2,1868,measured,gpt-image-2,by_name,b0003-R3-claude_monet-by_name-gpt-image-2,1866,measured,3,True,True,1866,claude_monet,R3,0.015625
style_instruction,b0003-R4-claude_monet-style_instruction-gpt-image-2,1843,measured,gpt-image-2,by_name,b0003-R4-claude_monet-by_name-gpt-image-2,1842,measured,3,True,True,1842,claude_monet,R4,0.015625
style_instruction,b0003-L1-claude_monet-style_instruction-gpt-image-2,1528,measured,gpt-image-2,by_name,b0003-L1-claude_monet-by_name-gpt-image-2,1527,measured,3,True,True,1527,claude_monet,L1,0.015625
style_instruction,b0003-L2-claude_monet-style_instruction-gpt-image-2,1782,measured,gpt-image-2,by_name,b0003-L2-claude_monet-by_name-gpt-image-2,1784,measured,3,True,True,1782,claude_monet,L2,0.015625
style_instruction,b0003-L3-claude_monet-style_instruction-gpt-image-2,1687,measured,gpt-image-2,by_name,b0003-L3-claude_monet-by_name-gpt-image-2,1688,measured,3,True,True,1687,claude_monet,L3,0.015625
style_instruction,b0003-L4-claude_monet-style_instruction-gpt-image-2,1450,measured,gpt-image-2,by_name,b0003-L4-claude_monet-by_name-gpt-image-2,1451,measured,3,True,True,1450,claude_monet,L4,0.015625
style_aspects,b0000-W1-claude_monet-style_aspects-gpt-image-2,424,measured,gpt-image-2,style_instruction,b0000-W1-claude_monet-style_instruction-gpt-image-2,425,measured,0,True,True,424,claude_monet,W1,0.015625
style_aspects,b0000-W2-claude_monet-style_aspects-gpt-image-2,17,measured,gpt-image-2,style_instruction,b0000-W2-claude_monet-style_instruction-gpt-image-2,16,measured,0,True,True,16,claude_monet,W2,0.015625
style_aspects,b0000-W3-claude_monet-style_aspects-gpt-image-2,309,measured,gpt-image-2,style_instruction,b0000-W3-claude_monet-style_instruction-gpt-image-2,310,measured,0,True,True,309,claude_monet,W3,0.015625
style_aspects,b0000-W4-claude_monet-style_aspects-gpt-image-2,117,measured,gpt-image-2,style_instruction,b0000-W4-claude_monet-style_instruction-gpt-image-2,118,measured,0,True,True,117,claude_monet,W4,0.015625
style_aspects,b0000-B1-claude_monet-style_aspects-gpt-image-2,152,measured,gpt-image-2,style_instruction,b0000-B1-claude_monet-style_instruction-gpt-image-2,150,measured,0,True,True,150,claude_monet,B1,0.015625
style_aspects,b0000-B2-claude_monet-style_aspects-gpt-image-2,140,measured,gpt-image-2,style_instruction,b0000-B2-claude_monet-style_instruction-gpt-image-2,139,measured,0,True,True,139,claude_monet,B2,0.015625
style_aspects,b0000-B3-claude_monet-style_aspects-gpt-image-2,400,measured,gpt-image-2,style_instruction,b0000-B3-claude_monet-style_instruction-gpt-image-2,399,measured,0,True,True,399,claude_monet,B3,0.015625
style_aspects,b0000-B4-claude_monet-style_aspects-gpt-image-2,395,measured,gpt-image-2,style_instruction,b0000-B4-claude_monet-style_instruction-gpt-image-2,394,measured,0,True,True,394,claude_monet,B4,0.015625
style_aspects,b0000-R1-claude_monet-style_aspects-gpt-image-2,187,measured,gpt-image-2,style_instruction,b0000-R1-claude_monet-style_instruction-gpt-image-2,186,measured,0,True,True,186,claude_monet,R1,0.015625
style_aspects,b0000-R2-claude_monet-style_aspects-gpt-image-2,460,measured,gpt-image-2,style_instruction,b0000-R2-claude_monet-style_instruction-gpt-image-2,459,measured,0,True,True,459,claude_monet,R2,0.015625
style_aspects,b0000-R3-claude_monet-style_aspects-gpt-image-2,62,measured,gpt-image-2,style_instruction,b0000-R3-claude_monet-style_instruction-gpt-image-2,61,measured,0,True,True,61,claude_monet,R3,0.015625
style_aspects,b0000-R4-claude_monet-style_aspects-gpt-image-2,30,measured,gpt-image-2,style_instruction,b0000-R4-claude_monet-style_instruction-gpt-image-2,32,measured,0,True,True,30,claude_monet,R4,0.015625
style_aspects,b0000-L1-claude_monet-style_aspects-gpt-image-2,297,measured,gpt-image-2,style_instruction,b0000-L1-claude_monet-style_instruction-gpt-image-2,299,measured,0,True,True,297,claude_monet,L1,0.015625
style_aspects,b0000-L2-claude_monet-style_aspects-gpt-image-2,372,measured,gpt-image-2,style_instruction,b0000-L2-claude_monet-style_instruction-gpt-image-2,373,measured,0,True,True,372,claude_monet,L2,0.015625
style_aspects,b0000-L3-claude_monet-style_aspects-gpt-image-2,40,measured,gpt-image-2,style_instruction,b0000-L3-claude_monet-style_instruction-gpt-image-2,39,measured,0,True,True,39,claude_monet,L3,0.015625
style_aspects,b0000-L4-claude_monet-style_aspects-gpt-image-2,24,measured,gpt-image-2,style_instruction,b0000-L4-claude_monet-style_instruction-gpt-image-2,25,measured,0,True,True,24,claude_monet,L4,0.015625
style_aspects,b0001-W1-claude_monet-style_aspects-gpt-image-2,950,measured,gpt-image-2,style_instruction,b0001-W1-claude_monet-style_instruction-gpt-image-2,948,measured,1,True,True,948,claude_monet,W1,0.015625
style_aspects,b0001-W2-claude_monet-style_aspects-gpt-image-2,936,measured,gpt-image-2,style_instruction,b0001-W2-claude_monet-style_instruction-gpt-image-2,938,measured,1,True,True,936,claude_monet,W2,0.015625
style_aspects,b0001-W3-claude_monet-style_aspects-gpt-image-2,572,measured,gpt-image-2,style_instruction,b0001-W3-claude_monet-style_instruction-gpt-image-2,570,measured,1,True,True,570,claude_monet,W3,0.015625
style_aspects,b0001-W4-claude_monet-style_aspects-gpt-image-2,780,measured,gpt-image-2,style_instruction,b0001-W4-claude_monet-style_instruction-gpt-image-2,781,measured,1,True,True,780,claude_monet,W4,0.015625
style_aspects,b0001-B1-claude_monet-style_aspects-gpt-image-2,525,measured,gpt-image-2,style_instruction,b0001-B1-claude_monet-style_instruction-gpt-image-2,526,measured,1,True,True,525,claude_monet,B1,0.015625
style_aspects,b0001-B2-claude_monet-style_aspects-gpt-image-2,511,measured,gpt-image-2,style_instruction,b0001-B2-claude_monet-style_instruction-gpt-image-2,512,measured,1,True,True,511,claude_monet,B2,0.015625
style_aspects,b0001-B3-claude_monet-style_aspects-gpt-image-2,786,measured,gpt-image-2,style_instruction,b0001-B3-claude_monet-style_instruction-gpt-image-2,788,measured,1,True,True,786,claude_monet,B3,0.015625
style_aspects,b0001-B4-claude_monet-style_aspects-gpt-image-2,917,measured,gpt-image-2,style_instruction,b0001-B4-claude_monet-style_instruction-gpt-image-2,916,measured,1,True,True,916,claude_monet,B4,0.015625
style_aspects,b0001-R1-claude_monet-style_aspects-gpt-image-2,860,measured,gpt-image-2,style_instruction,b0001-R1-claude_monet-style_instruction-gpt-image-2,859,measured,1,True,True,859,claude_monet,R1,0.015625
style_aspects,b0001-R2-claude_monet-style_aspects-gpt-image-2,669,measured,gpt-image-2,style_instruction,b0001-R2-claude_monet-style_instruction-gpt-image-2,671,measured,1,True,True,669,claude_monet,R2,0.015625
style_aspects,b0001-R3-claude_monet-style_aspects-gpt-image-2,661,measured,gpt-image-2,style_instruction,b0001-R3-claude_monet-style_instruction-gpt-image-2,662,measured,1,True,True,661,claude_monet,R3,0.015625
style_aspects,b0001-R4-claude_monet-style_aspects-gpt-image-2,879,measured,gpt-image-2,style_instruction,b0001-R4-claude_monet-style_instruction-gpt-image-2,881,measured,1,True,True,879,claude_monet,R4,0.015625
style_aspects,b0001-L1-claude_monet-style_aspects-gpt-image-2,622,measured,gpt-image-2,style_instruction,b0001-L1-claude_monet-style_instruction-gpt-image-2,621,measured,1,True,True,621,claude_monet,L1,0.015625
style_aspects,b0001-L2-claude_monet-style_aspects-gpt-image-2,683,measured,gpt-image-2,style_instruction,b0001-L2-claude_monet-style_instruction-gpt-image-2,681,measured,1,True,True,681,claude_monet,L2,0.015625
style_aspects,b0001-L3-claude_monet-style_aspects-gpt-image-2,712,measured,gpt-image-2,style_instruction,b0001-L3-claude_monet-style_instruction-gpt-image-2,711,measured,1,True,True,711,claude_monet,L3,0.015625
style_aspects,b0001-L4-claude_monet-style_aspects-gpt-image-2,699,measured,gpt-image-2,style_instruction,b0001-L4-claude_monet-style_instruction-gpt-image-2,700,measured,1,True,True,699,claude_monet,L4,0.015625
style_aspects,b0002-W1-claude_monet-style_aspects-gpt-image-2,972,measured,gpt-image-2,style_instruction,b0002-W1-claude_monet-style_instruction-gpt-image-2,974,measured,2,True,True,972,claude_monet,W1,0.015625
style_aspects,b0002-W2-claude_monet-style_aspects-gpt-image-2,998,measured,gpt-image-2,style_instruction,b0002-W2-claude_monet-style_instruction-gpt-image-2,996,measured,2,True,True,996,claude_monet,W2,0.015625
style_aspects,b0002-W3-claude_monet-style_aspects-gpt-image-2,1004,measured,gpt-image-2,style_instruction,b0002-W3-claude_monet-style_instruction-gpt-image-2,1002,measured,2,True,True,1002,claude_monet,W3,0.015625
style_aspects,b0002-W4-claude_monet-style_aspects-gpt-image-2,1192,measured,gpt-image-2,style_instruction,b0002-W4-claude_monet-style_instruction-gpt-image-2,1191,measured,2,True,True,1191,claude_monet,W4,0.015625
style_aspects,b0002-B1-claude_monet-style_aspects-gpt-image-2,1415,measured,gpt-image-2,style_instruction,b0002-B1-claude_monet-style_instruction-gpt-image-2,1413,measured,2,True,True,1413,claude_monet,B1,0.015625
style_aspects,b0002-B2-claude_monet-style_aspects-gpt-image-2,1258,measured,gpt-image-2,style_instruction,b0002-B2-claude_monet-style_instruction-gpt-image-2,1257,measured,2,True,True,1257,claude_monet,B2,0.015625
style_aspects,b0002-B3-claude_monet-style_aspects-gpt-image-2,1369,measured,gpt-image-2,style_instruction,b0002-B3-claude_monet-style_instruction-gpt-image-2,1368,measured,2,True,True,1368,claude_monet,B3,0.015625
style_aspects,b0002-B4-claude_monet-style_aspects-gpt-image-2,1362,measured,gpt-image-2,style_instruction,b0002-B4-claude_monet-style_instruction-gpt-image-2,1363,measured,2,True,True,1362,claude_monet,B4,0.015625
style_aspects,b0002-R1-claude_monet-style_aspects-gpt-image-2,1061,measured,gpt-image-2,style_instruction,b0002-R1-claude_monet-style_instruction-gpt-image-2,1060,measured,2,True,True,1060,claude_monet,R1,0.015625
style_aspects,b0002-R2-claude_monet-style_aspects-gpt-image-2,1221,measured,gpt-image-2,style_instruction,b0002-R2-claude_monet-style_instruction-gpt-image-2,1222,measured,2,True,True,1221,claude_monet,R2,0.015625
style_aspects,b0002-R3-claude_monet-style_aspects-gpt-image-2,1351,measured,gpt-image-2,style_instruction,b0002-R3-claude_monet-style_instruction-gpt-image-2,1350,measured,2,True,True,1350,claude_monet,R3,0.015625
style_aspects,b0002-R4-claude_monet-style_aspects-gpt-image-2,1017,measured,gpt-image-2,style_instruction,b0002-R4-claude_monet-style_instruction-gpt-image-2,1019,measured,2,True,True,1017,claude_monet,R4,0.015625
style_aspects,b0002-L1-claude_monet-style_aspects-gpt-image-2,1342,measured,gpt-image-2,style_instruction,b0002-L1-claude_monet-style_instruction-gpt-image-2,1343,measured,2,True,True,1342,claude_monet,L1,0.015625
style_aspects,b0002-L2-claude_monet-style_aspects-gpt-image-2,1107,measured,gpt-image-2,style_instruction,b0002-L2-claude_monet-style_instruction-gpt-image-2,1108,measured,2,True,True,1107,claude_monet,L2,0.015625
style_aspects,b0002-L3-claude_monet-style_aspects-gpt-image-2,1041,measured,gpt-image-2,style_instruction,b0002-L3-claude_monet-style_instruction-gpt-image-2,1043,measured,2,True,True,1041,claude_monet,L3,0.015625
style_aspects,b0002-L4-claude_monet-style_aspects-gpt-image-2,1349,measured,gpt-image-2,style_instruction,b0002-L4-claude_monet-style_instruction-gpt-image-2,1348,measured,2,True,True,1348,claude_monet,L4,0.015625
style_aspects,b0003-W1-claude_monet-style_aspects-gpt-image-2,1556,measured,gpt-image-2,style_instruction,b0003-W1-claude_monet-style_instruction-gpt-image-2,1555,measured,3,True,True,1555,claude_monet,W1,0.015625
style_aspects,b0003-W2-claude_monet-style_aspects-gpt-image-2,1751,measured,gpt-image-2,style_instruction,b0003-W2-claude_monet-style_instruction-gpt-image-2,1749,measured,3,True,True,1749,claude_monet,W2,0.015625
style_aspects,b0003-W3-claude_monet-style_aspects-gpt-image-2,1762,measured,gpt-image-2,style_instruction,b0003-W3-claude_monet-style_instruction-gpt-image-2,1761,measured,3,True,True,1761,claude_monet,W3,0.015625
style_aspects,b0003-W4-claude_monet-style_aspects-gpt-image-2,1907,measured,gpt-image-2,style_instruction,b0003-W4-claude_monet-style_instruction-gpt-image-2,1905,measured,3,True,True,1905,claude_monet,W4,0.015625
style_aspects,b0003-B1-claude_monet-style_aspects-gpt-image-2,1732,measured,gpt-image-2,style_instruction,b0003-B1-claude_monet-style_instruction-gpt-image-2,1731,measured,3,True,True,1731,claude_monet,B1,0.015625
style_aspects,b0003-B2-claude_monet-style_aspects-gpt-image-2,1755,measured,gpt-image-2,style_instruction,b0003-B2-claude_monet-style_instruction-gpt-image-2,1757,measured,3,True,True,1755,claude_monet,B2,0.015625
style_aspects,b0003-B3-claude_monet-style_aspects-gpt-image-2,1460,measured,gpt-image-2,style_instruction,b0003-B3-claude_monet-style_instruction-gpt-image-2,1458,measured,3,True,True,1458,claude_monet,B3,0.015625
style_aspects,b0003-B4-claude_monet-style_aspects-gpt-image-2,1883,measured,gpt-image-2,style_instruction,b0003-B4-claude_monet-style_instruction-gpt-image-2,1882,measured,3,True,True,1882,claude_monet,B4,0.015625
style_aspects,b0003-R1-claude_monet-style_aspects-gpt-image-2,1685,measured,gpt-image-2,style_instruction,b0003-R1-claude_monet-style_instruction-gpt-image-2,1683,measured,3,True,True,1683,claude_monet,R1,0.015625
style_aspects,b0003-R2-claude_monet-style_aspects-gpt-image-2,1917,measured,gpt-image-2,style_instruction,b0003-R2-claude_monet-style_instruction-gpt-image-2,1919,measured,3,True,True,1917,claude_monet,R2,0.015625
style_aspects,b0003-R3-claude_monet-style_aspects-gpt-image-2,1867,measured,gpt-image-2,style_instruction,b0003-R3-claude_monet-style_instruction-gpt-image-2,1868,measured,3,True,True,1867,claude_monet,R3,0.015625
style_aspects,b0003-R4-claude_monet-style_aspects-gpt-image-2,1844,measured,gpt-image-2,style_instruction,b0003-R4-claude_monet-style_instruction-gpt-image-2,1843,measured,3,True,True,1843,claude_monet,R4,0.015625
style_aspects,b0003-L1-claude_monet-style_aspects-gpt-image-2,1529,measured,gpt-image-2,style_instruction,b0003-L1-claude_monet-style_instruction-gpt-image-2,1528,measured,3,True,True,1528,claude_monet,L1,0.015625
style_aspects,b0003-L2-claude_monet-style_aspects-gpt-image-2,1783,measured,gpt-image-2,style_instruction,b0003-L2-claude_monet-style_instruction-gpt-image-2,1782,measured,3,True,True,1782,claude_monet,L2,0.015625
style_aspects,b0003-L3-claude_monet-style_aspects-gpt-image-2,1686,measured,gpt-image-2,style_instruction,b0003-L3-claude_monet-style_instruction-gpt-image-2,1687,measured,3,True,True,1686,claude_monet,L3,0.015625
style_aspects,b0003-L4-claude_monet-style_aspects-gpt-image-2,1449,measured,gpt-image-2,style_instruction,b0003-L4-claude_monet-style_instruction-gpt-image-2,1450,measured,3,True,True,1449,claude_monet,L4,0.015625
style_instruction,b0000-W1-alfred_sisley-style_instruction-gpt-image-2,367,measured,gpt-image-2,by_name,b0000-W1-alfred_sisley-by_name-gpt-image-2,366,measured,0,True,True,366,alfred_sisley,W1,0.015625
style_instruction,b0000-W2-alfred_sisley-style_instruction-gpt-image-2,434,measured,gpt-image-2,by_name,b0000-W2-alfred_sisley-by_name-gpt-image-2,432,measured,0,True,True,432,alfred_sisley,W2,0.015625
style_instruction,b0000-W3-alfred_sisley-style_instruction-gpt-image-2,384,measured,gpt-image-2,by_name,b0000-W3-alfred_sisley-by_name-gpt-image-2,385,measured,0,True,True,384,alfred_sisley,W3,0.015625
style_instruction,b0000-W4-alfred_sisley-style_instruction-gpt-image-2,144,measured,gpt-image-2,by_name,b0000-W4-alfred_sisley-by_name-gpt-image-2,146,measured,0,True,True,144,alfred_sisley,W4,0.015625
style_instruction,b0000-B1-alfred_sisley-style_instruction-gpt-image-2,0,measured,gpt-image-2,by_name,b0000-B1-alfred_sisley-by_name-gpt-image-2,1,measured,0,True,True,0,alfred_sisley,B1,0.015625
style_instruction,b0000-B2-alfred_sisley-style_instruction-gpt-image-2,183,measured,gpt-image-2,by_name,b0000-B2-alfred_sisley-by_name-gpt-image-2,185,measured,0,True,True,183,alfred_sisley,B2,0.015625
style_instruction,b0000-B3-alfred_sisley-style_instruction-gpt-image-2,18,measured,gpt-image-2,by_name,b0000-B3-alfred_sisley-by_name-gpt-image-2,20,measured,0,True,True,18,alfred_sisley,B3,0.015625
style_instruction,b0000-B4-alfred_sisley-style_instruction-gpt-image-2,320,measured,gpt-image-2,by_name,b0000-B4-alfred_sisley-by_name-gpt-image-2,318,measured,0,True,True,318,alfred_sisley,B4,0.015625
